Ticker,Name,Market Cap (Original),Original Currency,Market Cap (EUR),Market Cap (USD),Exchange,Price,Active,Description,Homepage URL,Employees,Revenue,Revenue (USD),Working Capital Ratio,Quick Ratio,EPS,P/E Ratio,D/E Ratio,ROE,Timestamp
MC.PA,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne",317710491528,EUR,317710491528,333338670606,EURONEXT,636.0,true,"LVMH Moët Hennessy - Louis Vuitton, Société Européenne operates as a luxury goods company worldwide. The company offers champagnes, wines, and spirits under the Clos des Lambrays, Château d'Yquem, Dom Pérignon, Ruinart, Moët & Chandon, Hennessy, Veuve Clicquot, Ardbeg, Château Cheval Blanc, Glenmorangie, Krug, Mercier, Chandon, Cape Mentelle, Newton Vineyard, Cloudy Bay, Belvedere, Terrazas de los Andes, Bodega Numanthia, Cheval des Andes, Woodinville, Ao Yun, Clos19, and Volcan de mi Tierra brands. It also provides fashion and leather products under the Berluti, Celine, Christian Dior, Emilio Pucci, FENDI, Givenchy, Kenzo, Loewe, Loro Piana, Louis Vuitton, Marc Jacobs, Moynat, Patou, and RIMOWA brands. In addition, the company offers perfumes and cosmetics under the Acqua di Parma, Benefit Cosmetics, Cha Ling, Fenty Beauty by Rihanna, Fresh, Givenchy Parfums, Guerlain, KVD Beauty, Kenzo Parfums, Maison Francis Kurkdjian, Make Up For Ever, Marc Jacobs Beauty, Officine Universelle Buly, Parfums Christian Dior, and Perfumes Loewe brands; watches and jewelry under the Bulgari, Chaumet, Fred, Hublot, Repossi, TAG Heuer, Tiffany & Co., and Zenith brands; and custom-designed yachts under the Feadship brand name, as well as designs and builds luxury yachts under the Royal Van Lent brand. Further, it provides daily newspapers under the Les Échos brand; Belmond, a luxury tourism service; home other activities under the Belmond, Cheval Blanc, Connaissance des Arts, Cova, Investir, Jardin d'Acclimatation, La Samaritaine, Le Parisien, and Radio Classique brands; and selective retailing products under the DFS, La Grande Epicerie de Paris, Le Bon Marché Rive Gauche, Sephora, and Starboard Cruise Services brands, as well as operates Jardin d'Acclimatation, a leisure and amusement park. The company operates 5,556 stores. LVMH Moët Hennessy - Louis Vuitton, Société Européenne was incorporated in 1923 and is headquartered in Paris, France.",https://www.lvmh.com,192287,86153000000,90390866070,1.3187509428269724,0.6262784733745663,,24.17566307431132,0.3593752560761755,0.2486847927626727,2024-12-11T07:53:50.654971+00:00
RMS.PA,Hermès International Société en commandite par actions,233967137228,EUR,233967137228,245475980708,EURONEXT,2234.0,true,"Hermès International Société en commandite par actions engages in the production, wholesale, and retail of various goods. The company offers leather goods and saddlery, such as bags for men and women, clutches, briefcases, luggage, small leather goods, diaries and writing objects, saddles, bridles, and a range of equestrian products and clothing; ready-to-wear garments for men and women; and accessories, including jewelry, belts, hats, gloves, the Internet of Things products, and shoes. It also provides silk and textiles for men and women; art of living and tableware products; perfumes; and watches. In addition, the company is also involved in weaving, engraving, printing, dyeing, finishing, and producing textiles; and purchasing, tanning, dyeing, finishing, and selling precious leathers. It sells its products through a network of 303 stores worldwide. The company also sells watches, perfumes, and tableware through a network of specialized stores. Hermès International Société en commandite par actions was founded in 1837 and is based in Paris, France. Hermès International Société en commandite par actions operates as a subsidiary of H51 SAS.",https://finance.hermes.com,23242,13427000000,14087474130,4.400879673264217,3.6424756519007224,,46.57822639415449,0.0033550424314189855,0.2835997631734754,2024-12-11T07:53:55.410525+00:00
ITX.MC,"Industria de Diseño Textil, S.A.",170376505224,EUR,170376505224,178757325516,BME,54.7,true,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",https://www.inditex.com,153541,35947000000,37715232930,1.792100257357055,1.460221550855992,,22.971704040180263,0.000858277008904624,0.2886492865572364,2024-12-11T07:53:51.853918+00:00
TJX,"The TJX Companies, Inc.",142993152000,USD,136291062966,142993152000,NYSE,127.2,true,"The TJX Companies, Inc., together with its subsidiaries, operates as an off-price apparel and home fashions retailer. It operates through four segments: Marmaxx, HomeGoods, TJX Canada, and TJX International. The company sells family apparel, including footwear and accessories; home fashions, such as home basics, furniture, rugs, lighting products, giftware, soft home products, decorative accessories, tabletop, and cookware, as well as expanded pet, kids, and gourmet food departments; jewelry and accessories; and other merchandise. As of February 23, 2022, it operated 1,284 T.J. Maxx, 1,148 Marshalls, 850 HomeGoods, 59 Sierra, and 39 Homesense stores, as well as tjmaxx.com, marshalls.com, and sierra.com in the United States; 293 Winners, 147 HomeSense, and 106 Marshalls stores in Canada; 618 T.K. Maxx and 77 Homesense stores, as well as tkmaxx.com in Europe; and 68 T.K. Maxx stores in Australia. The company was incorporated in 1962 and is headquartered in Framingham, Massachusetts.",https://www.tjx.com,349000,54217000000,54217000000,1.2117500717634675,0.6409912926992632,,24.9768573983013,0.6138044371405095,0.6127088468912627,2024-12-11T07:55:33.663857+00:00
NKE,"NIKE, Inc.",114227144593,USD,108873318326,114227144593,NYSE,76.74,true,"NIKE, Inc., together with its subsidiaries, designs, develops, markets, and sells men's, women's, and kids athletic footwear, apparel, equipment, and accessories worldwide. The company provides athletic and casual footwear, apparel, and accessories under the Jumpman trademark; and casual sneakers, apparel, and accessories under the Converse, Chuck Taylor, All Star, One Star, Star Chevron, and Jack Purcell trademarks. In addition, it sells a line of performance equipment and accessories comprising bags, socks, sport balls, eyewear, timepieces, digital devices, bats, gloves, protective equipment, and other equipment for sports activities under the NIKE brand; and various plastic products to other manufacturers. The company markets apparel with licensed college and professional team, and league logos, as well as sells sports apparel. Additionally, it licenses unaffiliated parties to manufacture and sell apparel, digital devices, and applications and other equipment for sports activities under NIKE-owned trademarks. The company sells its products to footwear stores; sporting goods stores; athletic specialty stores; department stores; skate, tennis, and golf shops; and other retail accounts through NIKE-owned retail stores, digital platforms, independent distributors, licensees, and sales representatives. The company was formerly known as Blue Ribbon Sports, Inc. and changed its name to NIKE, Inc. in 1971. NIKE, Inc. was founded in 1964 and is headquartered in Beaverton, Oregon.",https://investors.nike.com,79400,51362000000,51362000000,2.3961106391012934,1.6863022750873218,,25.306645614035087,0.8282744282744283,0.39501039501039503,2024-12-11T07:55:32.483508+00:00
CDI.PA,Christian Dior SE,107254377548,EUR,107254377548,112530220380,EURONEXT,594.5,true,"Christian Dior SE, through its subsidiaries, engages in the production, distribution, and retail of fashion and leather goods, wines and spirits, perfumes and cosmetics, and watches and jewelry worldwide. The company offers its fashion and leather goods under the Louis Vuitton, Christian Dior Couture, Loewe, Marc Jacobs, Celine, Kenzo, Givenchy, Pink Shirtmaker, Emilio Pucci, Berluti, Loro Piana, Rimowa brand names; wines and spirits under the Hennessy, Glenmorangie, Ardbeg, a Belvedere, Volcán de mi Tierra, Moët & Chandon, Dom Pérignon, Veuve Clicquot, Krug, Château d'Yquem, Ruinart, Belvedere, Glenmorangie, Newton Vineyards, Bodega Numanthia, and Château d'Esclans brand names; and perfumes and cosmetics under the Parfums Christian Dior, Guerlain, Parfums Givenchy, Make Up For Ever, Benefit Cosmetics, Fresh, Acqua di Parma, KVD Vegan Beauty, Fenty, Ole Henriksen, and Maison Francis Kurkdjian brand names. It also provides watches and jewelry under the Tiffany, Bvlgari, TAG Heuer, Zenith, Hublot, Chaumet, and Fred brand names. In addition, the company operates retail stores under the DFS Galleria, Sephora, Le Bon Marché, and Ile de Beauté names; publishes Le Parisien- Aujourd'hui en France, a daily newspaper; designs and builds yachts; and operates the Cova pastry shops. Further, it is involved in real estate activities under the La Samaritaine brand name; and hotel business. The company sells its products through store network, including e-commerce websites; and agents and distributors. As of December 31, 2021, it operated 5,556 stores. The company was incorporated in 1946 and is headquartered in Paris, France. Christian Dior SE was formerly a subsidiary of Semyrhamis SA.",https://www.dior-finance.com,164431,86153000000,90390866070,1.324418043661802,0.6323422988783017,,20.253964891735404,1.0183955033214105,0.2928415478236633,2024-12-11T07:53:53.031864+00:00
9983.T,"Fast Retailing Co., Ltd.",16563917826000,JPY,104137351372,109273656651,JPX,54000.0,true,"Fast Retailing Co., Ltd., through its subsidiaries, operates as an apparel designer and retailer in Japan and internationally. The company operates through four segments: UNIQLO Japan, UNIQLO International, GU, and Global Brands. It manufactures and retails clothing for men, women, children, and babies; and lingerie, as well as other goods and items. The company operates stores and franchises under the UNIQLO, GU, PLST, Theory, COMPTOIR DES COTONNIERS, J Brand, and PRINCESSE TAM.TAM brand names. It also sells its products through online; and provides real estate leasing services. The company was formerly known as Ogori Shoji Co., Ltd. and changed its name to Fast Retailing Co., Ltd. in September 1991. Fast Retailing Co., Ltd. was founded in 1949 and is headquartered in Yamaguchi, Japan.",https://www.fastretailing.com,59871,3103836000000,20476285437.239998,2.772523140815824,2.215899998826828,,38.46204843145161,0,0.1844748541433697,2024-12-11T07:53:58.981260+00:00
EL.PA,EssilorLuxottica Société anonyme,103232008818,EUR,103232008818,108309991332,EURONEXT,226.6,true,"EssilorLuxottica Société anonyme designs, manufactures, and distributes ophthalmic lenses, frames, and sunglasses in North America, Europe, Latin America, Asia, Oceania, and Africa. It operates in five segments: Wholesale, Retail, Lenses and Optical Instruments, Equipment, and Sunglasses and Readers. The Wholesale segment engages in the manufacture and wholesale distribution of luxury and sports eyewear. The Retail segment retails luxury and sports eyewear. The Lenses and Optical Instruments segment offers lenses and small equipment, including Varilux progressive lenses; Crizal antireflective, anti-smudge, and antistatic lenses; Transitions photochromic lenses; Eyezen lenses for users of computers, tablets, smartphones, and other connected devices; Xperio polarized sun lenses; and Nikon and Kodak corrective lens brands. It also provides lens edging and mounting instruments for opticians and prescription laboratories; optometry instruments for eye care professionals, schools, occupational medicine centers, military, and other institutions; and Transitions Signature Gen 8 photochromic lens, as well as develops solutions for online sales of optical products. The Equipment segment offers digital surfacing machines and lens coating machines to prescription laboratories, integrated optical chains, and lens manufacturers. The Sunglasses and Readers segment provides non-prescription sunglasses and reading glasses under the Foster Grant, Gargoyles, Magnivision, Corinne McCormack, Monkey Monkey, Ryders Eyewear, and SolarShield brands; Reebok, Steve Madden, Betsey Johnson, Nine West, Dockers, French Connection, Ironman, Rawlings, Bodyglove, Panama Jack, Marvel, and Disney; Bolon, Molsion, Qina, and Prosun brands; and Mujosh and Aojo brands. It has a network of 490 prescription laboratories and edging-mounting facilities. The company was formerly known as Essilor International Société Anonyme and changed its name to EssilorLuxottica Société anonyme in October 2018. EssilorLuxottica Société anonyme was founded in 1849 and is headquartered in Paris, France.",https://www.essilorluxottica.com,193693,25395000000,26644180050,0.9979468227081408,0.7156349450775075,,35.73228345020533,0.22011558879677817,0.059860351996652635,2024-12-11T07:54:00.171061+00:00
CFR.SW,Compagnie Financière Richemont SA,76338991766,CHF,82193429045,86234051879,SIX,133.1,true,"Compagnie Financière Richemont SA engages in the luxury goods business in Europe, the Middle East, Africa, Asia, and the Americas. The company operates through Jewellery Maisons, Specialist Watchmakers, and Online Distributors segments. It designs, manufactures, and distributes jewelry products; and precision timepieces, watches, and writing instruments, as well as clothing, and leather goods and accessories. The company offers its products under the Cartier, Van Cleef & Arpels, Buccellati, A. Lange & Söhne, Baume & Mercier, IWC Schaffhausen, Jaeger LeCoultre, Panerai, Piaget, Roger Dubuis, Vacheron Constantin, Watchfinder & Co., YOOX, NET-A-PORTER, MR PORTER, The Outnet, Alaïa, Chloé, Montblanc, Peter Millar, Purdey, Serapian, TIMEVALLEE, dunhill, Delvaux, and AZ Factory brands through own boutiques and online stores. Compagnie Financière Richemont SA was incorporated in 1979 and is headquartered in Bellevue, Switzerland.",https://www.richemont.com,37117,20616000000,23288245920,2.648575305291723,1.9718453188602445,,21.22624189870239,0.5869109692510112,0.11510160323570975,2024-12-11T07:53:56.618351+00:00
CTAS,Cintas Corporation,84749251860,USD,80777054425,84749251860,NASDAQ,210.14,true,"Cintas Corporation provides corporate identity uniforms and related business services primarily in the United States, Canada, and Latin America. It operates through Uniform Rental and Facility Services, First Aid and Safety Services, and All Other segments. The company rents and services uniforms and other garments, including flame resistant clothing, mats, mops and shop towels, and other ancillary items; and provides restroom cleaning services and supplies, as well as sells uniforms. It also offers first aid and safety services, and fire protection products and services. The company provides its products and services through its distribution network and local delivery routes, or local representatives to small service and manufacturing companies, as well as major corporations. Cintas Corporation was founded in 1968 and is headquartered in Cincinnati, Ohio.",https://www.cintas.com,46500,9596615000,9596615000,1.7419600233850454,1.517624919401986,,43.85150082209633,0.584114622187337,0.36410022120428914,2024-12-11T07:56:43.944937+00:00
